Date,Current Index,%Change,Opening,High,Low,Trading Volume (shr),Trading Value (KHR),Market Cap.(Mil.KHR)
2022-08-04,522.21,2.93,509.85,524.17,509.85,855881,7594447050,7920321
2022-07-04,507.33,1.08,500.09,507.94,493.14,1261880,13394507260,7694554
2022-06-04,512.87,7.22,514.72,514.72,509.7,255802,1898694680,7778630
2022-05-04,552.81,1.15,556.61,558.41,551.15,186460,1924651740,8384393
2022-04-04,559.23,0.06,563.54,566.59,557.99,60241,579162690,8481705
2022-01-04,559.57,0.06,560.35,565.52,559.57,83416,730804220,8486925
2022-03-31,559.89,0.3,557.29,561.81,555.37,271814,3331066790,8491694
2022-03-30,561.6,0.86,564.85,565.01,560.71,103696,1222819310,8517721
2022-03-29,566.46,0.57,567.88,567.88,562.63,191550,2294529690,8591414
2022-03-28,569.71,0.83,571.59,573.87,569.71,132565,1359566260,8640684
2022-03-25,574.5,0.03,574.49,575.86,573.1,137278,1482216700,8713256
2022-03-24,574.69,0.34,575.25,575.85,571.43,106514,1077703270,8716259
2022-03-23,572.72,0.1,572.34,572.83,570.27,98105,781320670,8686389
2022-03-22,572.17,0.12,574.71,574.71,568.93,136721,1086366670,8677977
2022-03-21,571.49,0.12,578.15,578.35,570.64,193018,1445509830,8667691
2022-03-18,572.17,0.73,571.35,574.77,569.08,74440,809908360,8677952
2022-03-17,568.0,0.17,565.99,574.35,565.99,100630,991413550,8614769
2022-03-16,567.03,1.33,573.34,574.39,562.61,256396,2723439660,8600039
2022-03-15,574.69,0.45,577.23,577.74,574.19,199663,1561476800,8716202
2022-03-14,577.28,0.09,576.69,577.51,574.74,142401,1297123280,8755513
2022-11-03,576.74,0.02,576.33,577.17,575.5,107671,1000357370,8747277
2022-10-03,576.83,0.17,575.29,577.91,574.97,135890,1001689740,8748630
2022-09-03,575.86,0.07,576.38,576.44,573.11,178580,1811665380,8734015
2022-07-03,576.24,0.11,575.7,576.79,571.86,245891,1966668970,8739692
2022-04-03,575.6,0.33,576.86,577.17,571.86,151206,1238482910,8730022
2022-03-03,573.7,0.28,572.42,576.42,571.85,85368,942137950,8701222
2022-02-03,572.1,0.78,569.61,577.91,569.05,184386,1983786380,8676973
2022-01-03,567.7,1.36,569.15,569.72,551.16,423918,5106821920,8610163
2022-02-28,575.51,2.38,581.73,588.31,572.65,254646,2531826020,8728628
2022-02-25,589.53,0.33,579.52,592.78,575.68,488356,5481074700,8941329
2022-02-24,591.49,3.13,604.0,611.03,580.97,796883,6505798760,8971023
2022-02-23,610.58,3.39,603.12,619.45,592.51,816055,6415040040,9260592
2022-02-22,590.54,3.96,575.63,590.54,570.49,442906,3255372250,8956589
2022-02-21,568.07,1.1,569.9,571.09,565.97,217199,1712919020,8615789
2022-02-18,561.87,0.64,558.12,563.42,557.03,149053,1859120990,8521718
2022-02-17,558.28,0.43,559.41,561.84,554.47,218895,2521478450,8467397
2022-02-16,555.87,1.55,547.4,555.87,547.4,318196,3713839750,8430699
2022-02-15,547.4,0.99,543.2,552.46,543.2,221894,2748414370,8302307
2022-02-14,542.01,0.34,542.19,542.65,536.68,245641,2264815910,8220623
2022-11-02,540.17,0.86,533.28,541.96,530.43,417630,4453792010,8192714
2022-10-02,535.57,3.28,556.77,556.77,516.22,674907,8434536060,8122852
2022-09-02,553.71,6.79,553.92,554.29,553.1,152888,926237030,8398075
2022-08-02,518.52,6.7,513.36,519.09,512.22,218081,2142517110,7864311
2022-07-02,485.94,4.2,480.69,486.06,472.7,385390,3824935340,7370219
2022-04-02,466.37,0.0,466.01,467.05,466.01,29590,219894530,7073277
2022-03-02,466.38,0.07,466.49,467.69,465.65,32439,313368030,7073473
2022-02-02,466.71,0.01,466.79,467.42,466.17,29774,266721220,7078529
2022-01-02,466.74,0.04,466.93,467.73,465.72,18160,168858360,7079003
2022-01-31,466.93,0.01,466.55,467.17,465.3,57785,394644340,7081889
2022-01-28,467.0,0.03,465.81,467.25,465.81,20437,171470770,7082934
2022-01-27,466.87,0.09,466.99,467.61,465.78,32351,273919880,7080998
2022-01-26,467.31,0.09,466.91,467.65,466.41,51715,337469740,7087609
2022-01-25,466.91,0.22,467.39,468.29,466.41,76894,607378140,7081483
2022-01-24,467.96,0.39,469.22,471.15,467.96,34791,301276490,7097524
2022-01-21,469.81,0.03,468.52,470.46,468.25,81318,605952980,7125457
2022-01-20,469.66,0.17,470.45,470.45,467.84,57389,410937400,7123310
2022-01-19,470.45,0.09,472.14,472.35,469.81,48840,430133910,7135248
2022-01-18,470.01,0.52,469.38,470.12,467.78,63011,522243720,7128478
2022-01-17,467.57,0.15,467.87,468.44,465.18,37212,336853830,7091539
2022-01-14,468.28,0.21,467.21,468.28,466.59,116321,512327780,7102386
2022-01-13,467.3,0.05,468.22,468.22,466.11,46570,470483490,7087511
2022-12-01,467.08,0.01,466.47,468.26,465.99,51014,402735960,7084039
2022-11-01,467.04,0.09,468.84,468.96,466.45,46721,450801840,7083517
2022-10-01,467.48,0.04,468.23,471.65,467.24,42319,423980190,7090119
2022-06-01,467.65,0.21,470.49,470.49,466.4,67128,471521090,7092820
2022-05-01,466.68,0.07,465.12,471.58,465.12,46795,408098430,7078007
2022-04-01,466.36,0.1,466.25,467.44,464.48,115713,669370720,7073199
2022-03-01,466.82,1.39,466.53,469.96,462.76,95514,934901750,7080123
2021-12-31,473.39,1.28,479.48,483.52,470.99,90290,823448230,7179804
2021-12-30,479.54,2.56,478.42,485.6,471.57,32648434,70454941610,7273055
2021-12-29,467.57,0.8,463.28,468.22,463.28,63040,477679920,7091575
2021-12-28,463.84,0.32,462.23,464.45,462.23,70801,481212080,7035027
2021-12-27,462.37,0.11,463.05,463.39,461.24,27470,220804230,7012622
2021-12-24,462.9,0.11,462.29,464.2,462.12,50648,552987970,7020790
2021-12-23,462.39,0.31,460.97,462.75,460.15,26897,197221050,7012961
2021-12-22,460.97,0.02,459.35,461.75,459.17,78979,316252190,6991471
2021-12-21,461.06,0.08,460.29,462.62,460.29,88268,308150170,6992803
2021-12-20,461.43,0.23,461.18,462.34,460.05,35817,278073250,6998409
2021-12-17,462.5,0.01,461.95,463.44,460.75,13842,135250150,7014722
2021-12-16,462.46,0.77,458.96,463.4,458.23,16250,143055980,7014031
2021-12-15,458.91,0.21,458.75,463.57,458.2,44027,419969600,6960175
2021-12-14,459.89,0.08,461.15,461.15,458.61,31656,311499250,6975057
2021-12-13,460.24,1.5,467.3,467.3,455.59,45553,469760030,6980397
2021-10-12,467.25,0.51,467.48,469.17,465.56,38421,287815750,7086757
2021-09-12,464.86,0.77,460.61,472.9,460.04,37881,378601100,7050437
2021-08-12,461.29,0.49,461.62,462.2,455.82,61925,581658090,6996252
2021-07-12,463.55,2.18,472.49,474.12,463.55,105151,1001477390,7030637
2021-06-12,473.88,1.3,480.12,481.47,470.12,68154,694860380,7187185
2021-03-12,480.12,0.2,480.38,481.87,478.44,26413,208513320,7281864
2021-02-12,479.14,0.18,479.99,481.23,478.62,39384,340385040,7266977
2021-01-12,479.99,0.19,480.66,481.55,479.89,26490,243176920,7279882
2021-11-30,480.88,0.52,482.7,482.74,480.42,69115,713355530,7293459
2021-11-29,483.38,0.21,484.14,484.94,483.2,26691,272931430,7331264
2021-11-26,484.39,0.06,484.03,484.96,483.61,34597,304704160,7346619
2021-11-25,484.08,0.25,484.0,486.09,483.43,12799,108319220,7341914
2021-11-24,485.27,0.15,483.29,486.36,482.72,57207,538976390,7360068
2021-11-23,484.56,0.04,484.04,484.69,482.51,30414,310905530,7349303
2021-11-22,484.77,0.17,484.98,485.78,482.38,58345,471877180,7352481
2021-11-17,485.6,0.11,485.65,486.93,484.72,40625,464549150,7365057
2021-11-16,485.09,0.11,484.09,485.28,483.16,28018,263258570,7357205
2021-11-15,484.54,0.1,485.01,485.29,482.97,49144,454319870,7348975
2021-12-11,485.01,0.08,484.07,486.63,483.29,26436,200307090,7356069
2021-11-11,484.6,0.0,484.03,484.84,478.32,83906,704899670,7349806
2021-10-11,484.61,0.5,486.12,486.7,483.91,49956,435852710,7349918
2021-08-11,487.04,0.53,489.38,490.33,486.97,44006,446690310,7386804
2021-05-11,489.62,0.16,489.41,490.15,488.74,26239,221149650,7425968
2021-04-11,488.84,0.01,489.66,489.66,487.32,32963,335136450,7414180
2021-03-11,488.87,0.24,491.16,491.16,487.66,36944,317597190,7414542
2021-02-11,487.71,0.09,489.39,491.91,487.29,52029,444963710,7396973
2021-01-11,488.14,0.84,492.26,492.26,488.14,47468,452143880,7403599
2021-10-28,492.26,0.23,491.11,492.26,490.34,34938,304548960,7466051
2021-10-27,491.11,0.11,491.33,492.1,490.23,35671,341835110,7448525
2021-10-26,491.65,0.11,492.73,492.73,491.04,39515,381874080,7456734
2021-10-25,492.17,0.21,493.65,493.65,491.02,61000,671330490,7464595
2021-10-22,493.22,0.33,491.66,495.05,491.66,21750,223549640,7480581
2021-10-21,491.61,0.06,490.74,493.0,490.35,39833,431028240,7456133
2021-10-20,491.31,0.08,490.78,493.36,489.35,30700,258571710,7451623
2021-10-19,490.92,0.54,493.46,493.46,490.3,43362,465886960,7445705
2021-10-18,493.57,0.44,494.52,494.57,490.59,44405,462478630,7485943
2021-10-14,495.77,0.02,497.02,497.49,493.12,20030,207378880,7519299
2021-10-13,495.89,0.68,490.32,495.89,488.34,94340,978689610,7521045
2021-12-10,492.55,0.84,494.69,495.45,486.04,51361,521281420,7470388
2021-11-10,496.71,1.2,502.17,504.97,496.04,63303,588750490,7533465
2021-08-10,502.75,0.34,505.6,510.6,500.82,82853,907027510,7625042
2021-04-10,504.46,1.46,505.76,512.84,500.38,116162,1313205680,7650982
2021-01-10,497.19,1.44,491.87,505.6,491.75,129799,1365849690,7540844
2021-09-30,490.11,0.8,489.3,497.3,487.23,43590,390801180,7433474
2021-09-29,486.23,0.12,486.34,487.95,481.73,120894,1265926090,7374589
2021-09-28,486.8,0.87,490.54,490.59,485.47,82429,788901000,7383213
2021-09-27,491.07,1.01,494.93,495.49,490.86,83946,820435160,7447991
2021-09-23,496.07,0.15,496.82,497.7,495.77,23126,236959370,7523782
2021-09-22,496.82,0.27,497.57,498.71,496.25,71193,619079070,7535121
2021-09-21,498.19,0.05,499.01,499.1,497.43,33194,343241310,7555878
2021-09-20,498.44,0.24,501.02,501.02,497.75,34369,325838730,7559780
2021-09-17,499.64,0.29,497.61,503.44,497.52,43530,413293840,7577944
2021-09-16,498.19,0.3,499.67,499.98,497.23,47764,460814070,7555895
2021-09-15,499.67,0.69,502.56,502.56,497.65,55626,567731980,7578443
2021-09-14,503.13,0.32,503.57,504.71,501.34,60367,593506220,7630842
2021-09-13,504.73,0.54,507.68,507.68,503.58,41713,380265810,7655100
2021-10-09,507.45,0.04,507.67,507.81,506.02,35206,386625520,7696432
2021-09-09,507.67,0.0,507.14,509.39,506.66,29707,271546740,7699721
2021-08-09,507.66,0.18,508.59,510.11,507.54,51926,617404810,7699593
2021-07-09,508.6,0.18,507.69,509.07,506.44,36025,357365560,7713864
2021-06-09,507.69,0.91,512.58,515.55,506.32,83011,882760550,7700078
2021-03-09,512.36,1.2,507.97,512.56,507.97,57039,626432850,7770795
2021-02-09,506.26,0.67,502.85,517.55,502.28,72663,811112520,7678347
2021-01-09,502.9,1.1,508.3,508.5,495.02,146864,1523327010,7627419
2021-08-31,508.47,0.75,510.93,511.73,507.18,76706,702457970,7711854
2021-08-30,512.29,1.12,518.32,518.76,511.02,152229,1284273760,7769729
2021-08-27,518.1,0.28,518.96,521.53,517.06,84402,871818880,7857919
2021-08-26,519.53,0.38,521.45,522.02,519.37,45417,459476540,7879678
2021-08-25,521.5,0.06,521.42,522.58,520.77,50386,541405340,7909434
2021-08-24,521.19,0.6,525.05,525.05,520.87,72418,792336900,7904850
2021-08-23,524.31,0.2,526.09,526.7,523.76,64560,597752990,7952120
2021-08-20,525.36,0.05,525.25,526.29,524.22,89284,657726780,7968022
2021-08-19,525.08,0.29,523.07,532.71,523.07,60962,657810910,7963838
2021-08-18,523.54,0.25,523.92,524.14,522.42,88356,860294850,7940458
2021-08-17,524.87,0.61,527.59,527.59,524.23,112236,1108710020,7960600
2021-08-16,528.11,0.53,530.01,530.87,527.37,86920,854422630,8009785
2021-08-13,530.9,0.32,532.44,533.15,530.21,138207,994418610,8052001
2021-12-08,532.58,0.38,531.19,533.82,531.19,266516,1769203910,8077537
2021-11-08,530.59,0.05,530.22,531.97,530.13,76822,730948240,8047300
2021-10-08,530.85,0.04,531.26,531.98,530.56,79651,714248090,8051340
2021-09-08,531.04,0.11,532.32,535.15,530.61,92523,967814750,8054135
2021-06-08,531.64,0.26,529.64,531.67,528.51,96463,980922400,8063256
2021-05-08,530.28,0.56,532.25,532.25,528.21,97161,980332760,8042665
2021-04-08,533.25,0.56,534.69,535.26,531.49,113936,1105231360,8087691
2021-03-08,536.26,0.29,538.3,538.6,534.55,108317,1057580170,8133350
2021-02-08,537.84,0.53,541.63,541.63,537.84,67151,640123520,8157288
2021-07-30,540.73,0.15,540.28,541.42,539.16,99777,814622030,8201138
2021-07-29,541.53,0.11,540.2,543.96,539.18,68777,692872770,8213314
2021-07-28,540.95,0.19,541.02,541.59,539.07,84580,999227430,8204534
2021-07-27,542.0,0.47,544.55,544.75,541.51,58993,607472690,8220349
2021-07-26,544.54,0.12,545.55,546.2,543.6,71806,649110590,8258967
2021-07-23,545.21,0.01,544.79,546.41,543.92,106771,1183454860,8269130
2021-07-22,545.14,0.57,542.04,545.56,541.77,115017,975373640,8268042
2021-07-21,542.04,0.18,540.35,542.5,539.78,78652,898681290,8221021
2021-07-20,541.06,0.38,541.95,542.52,540.38,106479,761180020,8206157
2021-07-19,543.15,0.24,542.98,543.82,540.09,81779,697577530,8237885
2021-07-16,544.46,0.14,543.87,545.53,542.37,119407,1002522600,8257668
2021-07-15,545.24,0.41,547.04,548.06,542.98,97294,1154056230,8269615
2021-07-14,547.46,0.56,551.72,553.58,544.92,165778,1857856880,8303274
2021-07-13,550.57,0.6,548.11,555.29,548.11,177594,1954105270,8350460
2021-12-07,547.31,1.67,541.03,551.81,541.03,321142,3861104420,8300923
2021-09-07,538.31,0.88,532.28,538.31,531.76,191425,2153444920,8164422
2021-08-07,533.64,0.01,536.49,537.2,532.16,101599,1085138840,8093596
2021-07-07,533.58,1.29,525.65,541.94,525.65,242859,2847729460,8092721
2021-06-07,526.78,1.07,532.57,532.62,526.73,172665,1958245620,7989543
2021-05-07,532.47,2.67,544.86,544.86,527.3,308243,3238050890,8075884
2021-02-07,547.05,0.96,548.0,549.91,546.04,195389,2081700240,8296985
2021-01-07,552.34,0.34,553.9,554.36,551.69,107145,1276756370,8377265
2021-06-30,554.21,0.55,554.27,556.23,553.08,102880,1137298840,8405558
2021-06-29,557.26,0.39,555.85,558.53,552.48,205238,1998504410,8451834
2021-06-28,559.43,0.38,560.64,561.9,550.1,336269,4040013000,8484735
2021-06-25,561.57,0.83,558.53,561.75,555.53,225772,2492625490,8517243
2021-06-24,556.95,0.82,561.49,561.59,556.04,209068,2406285800,8447087
2021-06-23,561.53,0.37,565.39,566.19,560.95,345156,2492315690,8516687
2021-06-22,563.59,0.3,566.43,568.68,561.92,502408,4590531200,8547799
2021-06-21,565.31,3.52,512.61,576.16,512.61,1067003,12700395490,8573923
2021-06-17,546.11,8.57,555.58,555.69,544.73,422940,2879774780,8282675
2021-06-16,597.28,7.63,599.75,599.77,595.75,317516,3424669040,9058767
2021-06-15,646.59,0.08,646.11,648.46,645.54,75589,660594920,9806753
2021-06-14,647.1,0.19,648.18,648.84,647.02,81567,473837650,9814415
2021-11-06,648.3,0.1,649.66,651.03,647.68,113063,655200560,9832614
2021-10-06,647.62,0.47,647.39,650.53,646.63,44117,513593260,9822304
2021-09-06,650.65,0.63,654.95,655.36,648.94,99373,762999110,9868356
2021-08-06,654.8,0.08,653.84,654.92,653.14,45193,349177510,9931200
2021-07-06,654.27,0.05,655.2,656.39,653.15,70955,474738640,9923246
2021-04-06,654.63,0.16,654.79,655.29,653.76,31414,310519130,9928647
2021-03-06,653.6,0.17,654.11,655.22,652.29,36509,357308430,9913043
2021-02-06,654.73,0.32,656.91,658.4,653.67,26059,219608670,9930213
2021-01-06,656.86,0.2,656.34,659.71,655.38,108985,740537800,9962472
2021-05-31,655.56,0.63,653.69,656.06,651.06,56254,476935510,9942758
2021-05-28,651.47,0.2,649.85,651.62,649.85,124567,502742620,9880725
2021-05-27,650.19,0.1,651.89,652.74,649.08,92561,348978440,9861306
2021-05-26,649.56,0.11,652.63,652.63,649.29,42469,256835790,9851737
2021-05-25,650.26,0.02,648.49,653.45,648.49,135912,620019840,9862354
2021-05-24,650.13,0.75,651.23,652.75,650.13,229456,932994850,9860393
2021-05-21,655.01,0.06,655.94,657.35,653.45,122030,574894410,9934437
2021-05-20,654.63,0.28,653.71,655.57,652.92,94595,407781730,9928723
2021-05-19,652.8,0.02,653.2,653.84,651.72,82388,466225260,9900944
2021-05-18,652.7,0.47,655.48,655.48,652.14,130834,696743420,9899372
2021-05-17,655.77,0.07,656.34,657.67,653.91,96943,579455890,9945974
2021-05-13,656.22,0.23,658.42,660.42,654.38,121793,744416700,9952746
2021-12-05,657.74,0.47,654.88,660.52,654.57,257036,1680630210,9975774
2021-11-05,654.67,0.44,655.88,661.2,654.67,327042,1482475060,9929254
2021-10-05,657.59,0.02,655.67,657.59,649.38,207244,1156052910,9973535
2021-07-05,657.46,1.31,652.94,661.93,652.33,166218,1042383580,9971541
2021-06-05,648.97,1.28,640.89,649.08,639.0,105697,665137040,9842766
2021-05-05,640.75,0.09,640.15,643.31,638.54,83663,364089510,9718181
2021-04-05,640.2,0.25,638.33,640.2,634.17,107649,531732590,9709795
2021-03-05,638.59,0.65,641.95,641.95,637.06,41943,405603010,9685365
2021-04-29,642.79,0.85,637.46,642.79,637.1,42884,412604260,9749036
2021-04-28,648.33,0.38,645.96,649.42,645.8,31496,197918820,9833135
2021-04-27,645.85,0.34,645.52,648.41,643.97,38508,298793380,9795415
2021-04-23,643.69,0.33,644.93,644.93,641.26,49950,173192710,9762780
2021-04-22,641.59,0.2,640.38,641.59,638.99,15606,85027500,9730853
2021-04-21,640.29,0.03,640.56,640.67,639.44,18268,48000720,9711119
2021-04-20,640.51,0.14,641.34,641.58,637.66,30415,112415430,9714531
2021-04-19,641.41,0.35,639.27,643.57,638.77,66456,150973660,9728082
2021-04-13,639.18,0.06,632.89,642.02,632.89,29402,213314790,9694383
2021-12-04,638.81,0.09,639.54,639.82,634.72,24682,241433610,9688775
2021-09-04,639.37,0.1,639.87,640.56,637.47,27117,140883600,9697225
2021-08-04,640.0,0.06,640.39,640.71,638.78,24348,204032050,9706742
2021-07-04,640.39,0.04,641.25,642.47,639.09,37325,167121710,9712666
2021-06-04,640.65,0.12,641.33,641.38,639.55,23550,131181820,9716593
2021-05-04,641.45,0.06,642.27,642.27,639.13,40803,235266260,9728680
2021-02-04,641.82,0.0,641.84,642.6,641.6,11707,59080370,9734299
2021-01-04,641.84,0.39,639.32,643.03,639.32,84018,420213880,9734739
2021-03-31,639.36,0.09,641.1,641.36,637.49,70624,333352620,9697096
2021-03-30,639.93,0.59,641.48,642.06,620.07,93949,486294540,9705731
2021-03-29,643.7,0.15,642.88,645.0,640.38,92990,369333710,9762900
2021-03-26,642.76,0.45,641.88,647.82,641.25,74805,423037290,9748647
2021-03-25,639.87,0.16,640.86,641.44,638.08,205677,606011640,9704849
2021-03-24,640.91,0.05,640.94,642.52,639.69,1634196,18747796910,9720591
2021-03-23,641.2,0.27,640.01,641.72,639.78,230505,655971650,9724995
2021-03-22,639.46,0.03,641.2,642.11,638.75,195685,748931510,9698614
2021-03-19,639.64,0.23,637.88,640.96,637.88,93886,317828390,9701236
2021-03-18,638.19,0.2,635.18,638.57,634.55,108378,266553930,9679231
2021-03-17,636.89,0.11,637.24,637.58,635.15,154053,354503720,9659636
2021-03-16,636.16,0.04,637.34,637.39,632.68,32218,174867820,9648468
2021-03-15,636.44,0.38,637.27,637.27,631.95,53584,190092610,9652760
2021-12-03,634.02,0.25,630.97,635.68,628.69,20614,101511900,9616032
2021-11-03,632.45,0.45,630.23,635.6,630.23,14687,121148530,9592257
2021-10-03,635.34,0.36,634.92,636.1,632.7,21638,145692910,9636154
2021-09-03,633.08,0.45,629.07,635.51,628.61,23045,206932260,9601774
2021-05-03,635.93,0.14,631.9,640.76,631.9,23955,126628200,9644956
2021-04-03,635.07,0.06,633.77,638.14,632.58,19444,141006920,9631996
2021-03-03,635.48,0.1,636.23,638.25,633.46,66058,388754530,9638186
2021-02-03,636.12,0.12,640.08,640.08,634.57,27427,175370830,9647863
2021-01-03,636.91,0.48,638.84,639.99,635.42,32208,299381970,9659890
2021-02-26,639.99,0.06,639.64,641.16,636.55,68291,432038980,9706614
2021-02-25,639.59,0.36,641.88,643.5,637.77,198445,475749200,9700504
2021-02-24,641.88,0.41,639.28,641.88,638.86,55268,139793300,9735277
2021-02-23,639.28,0.04,639.54,640.41,636.93,30032,125347780,9695912
2021-02-22,639.54,0.15,640.44,640.49,635.92,13606,65129750,9699825
2021-02-19,640.49,0.2,639.36,640.69,639.07,15909,131778300,9714129
2021-02-18,639.21,0.23,640.7,643.3,638.64,43275,172469000,9694766
2021-02-17,640.68,0.01,641.03,644.3,639.77,20398,139722970,9717032
2021-02-16,640.63,0.23,641.43,641.43,633.61,44769,242120480,9716324
2021-02-15,642.11,0.27,646.1,646.3,640.11,161905,1387467620,9738730
2021-12-02,643.86,0.12,644.56,646.78,643.86,17352,158234750,9765256
2021-11-02,644.61,0.08,644.12,645.98,644.1,27525,101826940,9776691
2021-10-02,644.12,0.09,644.73,646.11,644.06,19590,194305230,9769249
2021-09-02,644.73,0.1,644.09,645.91,642.7,24869,196188800,9778505
2021-08-02,644.09,0.13,644.93,650.64,642.7,19165,258480170,9768731
2021-05-02,644.93,0.03,645.44,645.97,643.42,20190,186020560,9781465
2021-04-02,644.76,0.13,645.1,647.01,643.24,32347,183524880,9778881
2021-03-02,643.91,0.05,640.75,646.85,636.95,60942,315284680,9766058
2021-02-02,643.58,0.3,646.44,646.44,637.99,24508,265969060,9761083
2021-01-02,645.49,1.41,654.75,655.41,638.3,35671,225430900,9790074
2021-01-29,654.7,2.15,641.6,654.7,638.58,85243,327705230,9929720
2021-01-28,640.94,0.15,641.95,643.8,639.12,32855,178266270,9720994
2021-01-27,641.91,0.18,645.97,646.06,640.76,34661,77873570,9735670
2021-01-26,640.74,0.32,643.52,646.56,639.98,29363,120990970,9717927
2021-01-25,642.79,0.14,643.91,644.12,640.92,25555,79229950,9749030
2021-01-22,643.72,0.15,643.46,643.89,640.55,41361,160251140,9763200
2021-01-21,642.75,0.19,644.22,647.42,641.77,37036,88195040,9748447
2021-01-20,643.97,0.22,645.31,645.31,639.17,63860,143162380,9766974
2021-01-19,645.37,1.01,637.6,645.37,637.55,127240,289401840,9788270
2021-01-18,638.91,0.0,638.14,644.85,638.09,142752,453598080,9690267
2021-01-15,638.94,0.05,640.73,640.73,637.17,41868,134178550,9690665
2021-01-14,638.61,0.13,637.79,640.3,634.38,48442,154481670,9685701
2021-01-13,637.79,0.38,635.37,637.79,634.88,30491,160558030,9673255
2021-12-01,635.37,0.24,633.83,638.23,633.72,29602,146859890,9636536
2021-11-01,633.83,0.99,639.13,640.17,632.78,25800,184073760,9613136
2021-08-01,640.17,0.3,638.25,640.35,636.11,102985,216446470,9709284
2021-06-01,638.25,0.63,642.32,642.32,637.94,60271,208015530,9680239
2021-05-01,642.32,0.26,644.08,645.26,638.96,219292,363535550,9742020
2021-04-01,640.66,1.13,646.09,648.9,637.43,131786,571198220,9716733
2020-12-31,647.98,0.22,649.32,649.46,647.7,34949,132344500,9827746
2020-12-30,649.42,0.35,651.75,651.75,647.27,138304,296922470,9849586
2020-12-29,647.18,0.69,646.78,647.18,641.02,230293,505141740,9815671
2020-12-28,642.73,0.52,646.06,647.78,640.92,229683,376269340,9748205
2020-12-25,646.06,0.03,646.34,650.0,644.69,103817,232753460,9798703
2020-12-24,645.89,0.23,644.49,648.3,641.98,90581,206585190,9796058
2020-12-23,644.44,0.37,646.86,648.26,644.44,231803,470064610,9774096
2020-12-22,646.83,0.49,651.1,651.1,645.83,158303,356692040,9810390
2020-12-21,649.99,0.23,655.46,655.56,646.15,89369,264420170,9858216
2020-12-18,651.48,0.65,647.3,652.37,645.43,56492,173935870,9880940
2020-12-17,647.3,0.11,646.61,647.51,645.82,79951,149829550,9817548
2020-12-16,646.61,0.13,645.73,647.98,644.19,75730,183305230,9806988
2020-12-15,647.45,0.28,648.0,650.86,646.86,65788,241082480,9819728
2020-12-14,649.27,0.27,653.27,653.27,646.82,60134,192370640,9847285
2020-11-12,647.51,0.21,651.85,652.71,647.1,11338,100254530,9820653
2020-10-12,648.85,0.22,647.42,652.92,641.04,24170,353154900,9841030
2020-09-12,647.42,0.06,646.77,649.71,646.03,78451,258916360,9819312
2020-08-12,647.03,0.03,647.52,650.7,646.98,55694,167823850,9813375
2020-07-12,646.86,0.08,645.23,650.26,644.58,27110,225486710,9810826
2020-04-12,646.37,0.3,645.08,646.43,642.69,18029,196614980,9803354
2020-03-12,644.43,0.1,645.16,647.16,640.45,48793,154378620,9773956
2020-02-12,645.06,0.12,644.03,646.74,638.32,74899,224522990,9783559
2020-01-12,644.3,0.26,645.82,646.51,642.37,20503,109735970,9771910
2020-11-30,645.97,0.27,643.88,647.63,642.55,29115,117259660,9797359
2020-11-27,647.73,0.1,646.69,648.99,646.69,16405,70961170,9823925
2020-11-26,647.08,0.13,648.98,649.81,644.31,138021,264894470,9814150
2020-11-25,647.95,0.41,649.8,651.66,647.95,86373,416929610,9827262
2020-11-24,650.64,0.21,652.03,652.26,650.3,52453,230075630,9868155
2020-11-23,652.03,0.09,652.62,652.62,649.74,36293,169055910,9889187
2020-11-20,652.62,0.02,652.37,652.79,651.06,45337,134642190,9898218
2020-11-19,652.47,0.45,650.77,653.1,650.58,69968,244202330,9895927
2020-11-18,649.54,0.11,648.42,650.51,648.1,70083,256985350,9851422
2020-11-17,650.28,0.12,652.41,652.46,646.33,41006,126709790,9862629
2020-11-16,649.52,0.08,650.02,652.49,646.22,44149,189004500,9851201
2020-11-13,650.02,0.51,647.29,650.02,646.01,40973,289012860,9858690
2020-12-11,646.69,0.2,645.4,647.26,644.94,72026,281552860,9808273
2020-11-11,645.4,0.25,645.93,646.72,642.78,24778,163720400,9788674
2020-10-11,643.78,0.96,650.03,650.03,639.06,50355,233993680,9764098
2020-06-11,650.03,0.01,649.94,650.76,646.39,48126,221839320,9858831
2020-05-11,649.94,0.16,650.97,650.97,649.71,19384,246586400,9857576
2020-04-11,650.97,0.24,652.42,652.99,646.67,66491,362514450,9873106
2020-03-11,652.56,0.05,654.61,655.65,650.61,33192,132445960,9897309
2020-10-28,652.22,0.13,651.12,653.46,650.99,92732,210678590,9892111
2020-10-27,651.36,0.36,653.7,654.1,649.55,76268,292882550,9879053
2020-10-26,653.7,0.16,654.43,654.43,651.58,95721,288557950,9914475
2020-10-23,654.76,0.12,655.14,655.94,654.31,97369,409324100,9930693
2020-10-22,655.56,0.14,654.52,656.13,652.19,77047,326769510,9942784
2020-10-21,654.62,0.16,655.54,655.97,654.29,31797,221960140,9928448
2020-10-20,655.67,0.08,658.45,658.45,655.0,22542,143742790,9944440
2020-10-19,656.17,0.15,659.34,659.34,656.17,12952,154265130,9951953
2020-10-16,657.17,0.09,658.54,660.44,657.17,12460,160433570,9967127
2020-10-14,656.59,0.07,658.29,658.55,655.58,14785,176026660,9958355
2020-10-13,657.05,0.31,659.07,659.07,656.42,15316,226612540,9965312
2020-12-10,659.07,0.13,658.24,661.66,658.24,8455,133395050,9995917
