Date,Current Index,%Change,Opening,High,Low,Trading Volume (shr),Trading Value (KHR),Market Cap.(Mil.KHR)
2012-05-31,774.19,0.69,768.82,774.19,768.82,15284,109608700,626207
2012-05-30,779.57,0.69,784.95,784.95,779.57,74789,543628050,630555
2012-05-29,784.95,0.0,784.95,784.95,784.95,27894,203626200,634904
2012-05-28,784.95,0.0,790.32,790.32,784.95,69448,507818900,634904
2012-05-25,784.95,0.0,784.95,784.95,784.95,24237,176930100,634904
2012-05-24,784.95,0.0,784.95,784.95,784.95,17308,126348400,634904
2012-05-23,784.95,1.35,795.7,795.7,784.95,10287,75624600,634904
2012-05-22,795.7,1.37,774.19,795.7,774.19,53195,390079400,643601
2012-05-21,784.95,0.68,784.95,784.95,784.95,12637,92250100,634904
2012-05-18,790.32,2.08,774.19,790.32,774.19,78930,574070850,639253
2012-05-17,774.19,0.0,736.56,774.19,736.56,123781,857306100,626207
2012-11-05,774.19,4.64,790.32,790.32,774.19,161488,1171135650,626207
2012-10-05,811.83,4.86,801.08,811.83,801.08,323862,2434949100,656647
2012-08-05,774.19,4.35,709.68,774.19,709.68,189537,1272891600,626207
2012-04-05,741.94,4.83,741.94,741.94,741.94,251705,1736764500,600115
2012-03-05,779.57,4.6,779.57,779.57,779.57,26171,189739750,630555
2012-02-05,817.2,5.0,817.2,817.2,817.2,17097,129937200,660996
2012-04-30,860.22,4.76,860.22,860.22,860.22,33629,269032000,695785
2012-04-27,903.23,4.55,903.23,903.23,903.23,34877,292966800,730575
2012-04-26,946.24,4.86,946.24,946.24,946.24,3453,30386400,765364
2012-04-25,994.62,4.64,994.62,994.62,994.62,35453,327940250,804502
2012-04-24,1043.01,4.9,1043.01,1043.01,1043.01,54735,530929500,843640
2012-04-23,1096.77,0.0,1107.53,1107.53,1096.77,542994,5553099200,887126
2012-04-20,1096.77,4.61,1096.77,1096.77,1096.77,377342,3848888400,887126
2012-04-19,1048.39,4.84,1048.39,1048.39,1048.39,488528,4763148000,847988
